environment,scenario,session,device,sub_path,raw_file,raw_relative_path,extracted_csv_relative_path,has_extracted_csv,label_status,label_source,notes
playground,dy_L1,2022.07.08semicircle,Xiaomi_MI_8,,gnss_log_2022_07_08_21_45_16.txt,playground/dy_L1/2022.07.08semicircle/Xiaomi_MI_8/gnss_log_2022_07_08_21_45_16.txt,playground/dy_L1/2022.07.08semicircle/Xiaomi_MI_8/gnss_log_2022_07_08_21_45_16.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2022.07.08semicircle,Xiaomi_MI_8,,gnss_log_2022_07_08_21_57_20.txt,playground/dy_L1/2022.07.08semicircle/Xiaomi_MI_8/gnss_log_2022_07_08_21_57_20.txt,playground/dy_L1/2022.07.08semicircle/Xiaomi_MI_8/gnss_log_2022_07_08_21_57_20.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2022.07.08semicircle,Xiaomi_MI_8,,gnss_log_2022_07_08_21_57_26.txt,playground/dy_L1/2022.07.08semicircle/Xiaomi_MI_8/gnss_log_2022_07_08_21_57_26.txt,playground/dy_L1/2022.07.08semicircle/Xiaomi_MI_8/gnss_log_2022_07_08_21_57_26.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2022.07.08square,HUAWEI,,gnss_log_2022_07_08_22_02_44.txt,playground/dy_L1/2022.07.08square/HUAWEI/gnss_log_2022_07_08_22_02_44.txt,playground/dy_L1/2022.07.08square/HUAWEI/gnss_log_2022_07_08_22_02_44.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2022.07.08square,Xiaomi_MI_8,,gnss_log_2022_07_08_22_02_38.txt,playground/dy_L1/2022.07.08square/Xiaomi_MI_8/gnss_log_2022_07_08_22_02_38.txt,playground/dy_L1/2022.07.08square/Xiaomi_MI_8/gnss_log_2022_07_08_22_02_38.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2022.07.08square,Xiaomi_MI_8,,gnss_log_2022_07_08_22_02_44.txt,playground/dy_L1/2022.07.08square/Xiaomi_MI_8/gnss_log_2022_07_08_22_02_44.txt,playground/dy_L1/2022.07.08square/Xiaomi_MI_8/gnss_log_2022_07_08_22_02_44.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.13_2025.07.30.09.18（动态L1）,HUAWEI,,gnss_log_2025_07_30_09_13_21.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/HUAWEI/gnss_log_2025_07_30_09_13_21.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/HUAWEI/gnss_log_2025_07_30_09_13_21.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.13_2025.07.30.09.18（动态L1）,watch1,,log_mimir_20250730091331.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/watch1/log_mimir_20250730091331.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/watch1/log_mimir_20250730091331.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.13_2025.07.30.09.18（动态L1）,watch2,,log_mimir_20250730091331.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/watch2/log_mimir_20250730091331.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/watch2/log_mimir_20250730091331.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.13_2025.07.30.09.18（动态L1）,Xiaomi_23078RKD5C,,gnss_log_2025_07_30_09_13_22.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_13_22.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_13_22.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.13_2025.07.30.09.18（动态L1）,Xiaomi_MI_8,,gnss_log_2025_07_30_09_13_17.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_13_17.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_13_17.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.13_2025.07.30.09.18（动态L1）,谷歌pix6,,gnss_log_2025_07_30_09_13_33.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_13_33.txt,playground/dy_L1/2025.07.30.09.13_2025.07.30.09.18（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_13_33.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.18_2025.07.30.09.22（动态L1）,HUAWEI,,gnss_log_2025_07_30_09_18_36.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/HUAWEI/gnss_log_2025_07_30_09_18_36.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/HUAWEI/gnss_log_2025_07_30_09_18_36.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.18_2025.07.30.09.22（动态L1）,watch1,,log_mimir_20250730091851.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/watch1/log_mimir_20250730091851.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/watch1/log_mimir_20250730091851.csv,yes,reviewed,scenario_fallback,
